뉴스 식별자,본문
02100801.20200715113312003,"이시간 포털 및 증권 커뮤니티에서 제넥신에 대한 게시물이 급증하고 있는 가운데, 제넥신은 바이오 의약품 개발 전문기업으로 알려져 있다. 
 
15일 오전 11시 30분 현재 제넥신의 주가는 전일보다 2.93% 내린 9만 6000원이고 거래량은 38만 8813주로 5일 평균 거래량의 41.27% 수준이다. 
 
제넥신 이외에도 NAVER(035420), .."
02100801.20200715113312002,"이시간 포털 및 증권 커뮤니티에서 레고켐바이오에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 1만 4000주 순매수 하는 것으로 잠정 집계되고 있다. 레고켐바이오는 의약화학을 기반으로 하는 합성신약 연구, 개발업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 레고켐바이오의 주가는 전일보다 2.58% 내린 4만 3450원이고 거래량은 43.."
02100801.20200715113312001,"이시간 포털 및 증권 커뮤니티에서 삼성중공우에 대한 게시물이 급증하고 있는 가운데, 
 
15일 오전 11시 30분 현재 삼성중공우의 주가는 전일보다 4.54% 오른 62만 2000원이고 거래량은 9만 733주로 5일 평균 거래량의 34.43% 수준이다. 지난 7월 13일 삼성중공우는 '규제발표에 3거래일 하락세'라고 시장에서 이슈가 되었었다. 
 
삼.."
02100801.20200715113312004,"이시간 포털 및 증권 커뮤니티에서 유비케어에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 유비케어를 3만 9000주 순매도 하고 기관은 1000주 순매도 하는 것으로 잠정 집계되었다. 유비케어는 EMR 등 종합 IT의료 및 헬스케어 솔루션 제공업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 유비케어의 주가는 전일보다 5.04% 내린 1.."
02100801.20200715113311002,"이시간 포털 및 증권 커뮤니티에서 엔지켐생명과학에 대한 게시물이 급증하고 있는 가운데, 엔지켐생명과학은 글로벌 신약개발 및 원료의약품 업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 엔지켐생명과학의 주가는 전일보다 3.92% 내린 9만 800원이고 거래량은 12만 9256주로 5일 평균 거래량의 41.54% 수준이다. 
 
엔지켐생명과학 이외.."
02100801.20200715113311004,"이시간 포털 및 증권 커뮤니티에서 디알젬에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 디알젬을 4000주 순매도 하고 기관은 1000주 순매도 하는 것으로 잠정 집계되었다. 디알젬은 X-ray 영상 진단장비 개발, 판매하는 기업으로 알려져 있다. 
 
15일 오전 11시 30분 현재 디알젬의 주가는 전일보다 3.78% 오른 2만 3350원이고 .."
02100801.20200715113311005,"이시간 포털 및 증권 커뮤니티에서 피씨디렉트에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 1만 4024주 순매수 하는 것으로 잠정 집계되고 있다. 피씨디렉트는 IT하드웨어 유통업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 피씨디렉트의 주가는 전일보다 5.95% 내린 1만 1850원이고 거래량은 312만 2133주로 5일 평균 거래량.."
02100801.20200715113311001,"이시간 포털 및 증권 커뮤니티에서 에프에스티에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 에프에스티를 1만 4086주 순매수 하고 기관은 4000주 순매도 하는 것으로 잠정 집계되었다. 에프에스티는 반도체용 펠리클과 온도조절장비인 칠러 생산업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 에프에스티의 주가는 전일보다 5.13% 내린 2.."
01100611.20200715113310002,"‘AI 기반 다차원 의료정보서비스’, ‘실시간 교통정보 이용한 트레일러 운행’, ‘역 터미널 공항 휴게소 정보 제공’ .
울산시는 15일 시청 중회의실에서 ‘2020년 공공데이터 활용 창업경진대회 수상작 시상식’을 개최했다. 앞서 울산시와 울산정보산업진흥원은 지난 4월 13일부터 6월 19일까지 2개 부문에서 총 18점(아이디어 기획 12점, 제품 서비.."
02100801.20200715113211002,"이시간 포털 및 증권 커뮤니티에서 현대차에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 현대차를 24만 4876주 순매수 하고 기관은 15만 2000주 순매수 하는 것으로 잠정 집계되었다. 현대차는 국내 1위의 완성차 업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 현대차의 주가는 전일보다 6.4% 오른 10만 8000원이고 거래량은 .."
02100801.20200715113210002,"이시간 포털 및 증권 커뮤니티에서 NAVER에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 NAVER을 4만 5960주 순매수 하고 기관은 3000주 순매수 하는 것으로 잠정 집계되었다. NAVER은 인터넷 포털 1위의 네이버 운영업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 NAVER의 주가는 전일보다 0.17% 오른 28만 750.."
02100801.20200715113210003,"이시간 포털 및 증권 커뮤니티에서 필로시스헬스케어에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 4000주 순매수 하는 것으로 잠정 집계되고 있다. 필로시스헬스케어는 디지털 셋톱박스 전문 제조기업으로 알려져 있다. 
 
15일 오전 11시 30분 현재 필로시스헬스케어의 주가는 전일보다 8.71% 내린 1625원이고 거래량은 1360만 2682주로.."
02100801.20200715113210001,"이시간 포털 및 증권 커뮤니티에서 비트컴퓨터에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 3만 8000주 순매도 하는 것으로 잠정 집계되고 있다. 비트컴퓨터는 의료정보 및 U-헬스케어 등 솔루션 제공기업으로 알려져 있다. 
 
15일 오전 11시 30분 현재 비트컴퓨터의 주가는 전일보다 2.82% 내린 1만 2050원이고 거래량은 155만 86.."
02100801.20200715113209002,"이시간 포털 및 증권 커뮤니티에서 디케이티에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 1000주 순매수 하는 것으로 잠정 집계되고 있다. 
 
15일 오전 11시 30분 현재 디케이티의 주가는 전일보다 29.78% 오른 2만 3750원이고 거래량은 26만 3251주로 5일 평균 거래량의 62.86% 수준이다. 
 
디케이티 이외에도 아이큐어(.."
02100801.20200715113209004,"이시간 포털 및 증권 커뮤니티에서 쌍용차에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 2000주 순매도 하는 것으로 잠정 집계되고 있다. 쌍용차는 RV 중심의 완성차 생산업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 쌍용차의 주가는 전일보다 7.89% 오른 4035원이고 거래량은 1364만 185주로 5일 평균 거래량의 140.03.."
02100801.20200715113209005,"이시간 포털 및 증권 커뮤니티에서 백광산업에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 12만 7000주 순매도 하는 것으로 잠정 집계되고 있다. 백광산업은 가성소다 및 합성염산의 제조 판매업체로 알려져 있다. 
 
15일 오전 11시 30분 현재 백광산업의 주가는 전일보다 5.4% 오른 3905원이고 거래량은 3871만 3214주로 5일 평균.."
02100801.20200715113209001,"이시간 포털 및 증권 커뮤니티에서 두올에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 8185주 순매수 하는 것으로 잠정 집계되고 있다. 두올은 자동차 시트커버 에어백 제조사로 알려져 있다. 
 
15일 오전 11시 30분 현재 두올의 주가는 전일보다 4.13% 내린 3830원이고 거래량은 146만 2376주로 5일 평균 거래량의 34.04% 수.."
02100801.20200715113209003,"이시간 포털 및 증권 커뮤니티에서 현대제철에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 17만 5377주 순매수 하는 것으로 잠정 집계되고 있다. 현대제철은 봉형강 및 판재 등을 생산하는 일관제철소로 알려져 있다. 
 
15일 오전 11시 30분 현재 현대제철의 주가는 전일보다 7.71% 오른 2만 2350원이고 거래량은 252만 9399주로 .."
02100801.20200715113208001,"이시간 포털 및 증권 커뮤니티에서 녹십자홀딩스2우에 대한 게시물이 급증하고 있는 가운데, 
 
15일 오전 11시 30분 현재 녹십자홀딩스2우의 주가는 전일보다 7.68% 내린 3만 7850원이고 거래량은 11만 3846주로 5일 평균 거래량의 290.43% 수준이다. 
 
녹십자홀딩스2우 이외에도 필로시스헬스케어(057880), 현대제철(004020).."
01100801.20200715113009001,"감염병에서 국민 안전 지키는 스마트 의료 인프라 구축 
 
정부가 ‘디지털 뉴딜’을 통해 감염병 위험에서 의료진과 환자를 보호하고 환자의 의료편의를 높이는 스마트 의료 인프라를 구축한다. 이를 위해 오는 2025년까지 매년 스마트병원 3개를 구축한다는 목표다. 만성질환자, 어르신, 장애인 등의 빈틈없는 건강관리를 위한 비대면 의료 시범사업 인프라도 강화.."
02100701.20200715113008002,"정부가 2022년까지 전국 15개 공항에 탑승권, 신분증, 지문, 얼굴 등의 정보를 통합한 ‘비대면 생체인식시스템’을 구축한다. 분산돼 있는 각종 데이터를 온라인에서 누구나 쉽게 열람할 수 있는 ‘디지털 집현전’도 개발한다. 코로나19 등의 감염병에 적극 대응할 수 있도록 2025년까지 총 18개의 스마트병원을 설립한다. 
 
 과학기술정보통신부는 15.."
02100701.20200715112429001,"[헤럴드경제=박세정 기자] 정부가 2022년까지 전국 15개 공항에 탑승권, 신분증, 지문, 얼굴 등의 정보를 통합한 '비대면 생체인식시스템'을 구축한다. 분산돼 있는 각종 데이터를 온라인에서 누구나 쉽게 열람할 수 있는 '디지털 집현전'도 개발한다. 코로나19 등의 감염병에 적극 대응할 수 있도록 2025년까지 총 18개의 스마트병원을 설립한다. 
 .."
02100701.20200715112327001,"랩어카운트가 다시 인기를 끌고 있다. 주가 급등기를 지나 조정장에 돌입하면서 안정적 수익을 낼 수 있는 간접투자에 관심이 커지면서다. 증권사도 가입 문턱을 대폭 낮춘 상품을 선보이며 고객 유치에 나서고 있다. 
 
 15일 금융투자협회 및 업계에 따르면, 일임형 랩어카운트 가입자는 4월 말 기준 173만명을 넘어섰고 계약건수도 191만건을 웃돌며 역대 .."
02100201.20200715112017001,"[머니투데이 조성훈 기자] [[디지털뉴딜] 정부 데이터댐 구축해 일자리 늘리고 AI 융합서비스 촉진]

 데이터댐 개념도 /사진=과기정통부정부가 내년까지 14만2000개의 공공데이터를 개방하고 분야별 빅데이터 플랫폼을 30개로 늘린다. 또 8400개 기업에 데이터 바우처를 제공해 데이터 거래와 유통을 활성화한다. 

정부는 15일 정부서울청사에서 이같은.."
02100201.20200715110115001,"[머니투데이 안재용 기자] [디지털기업 200개 참여한 한국산업지능화협회 출범 성윤모 ""디지털뉴딜로 제조업 도약""]

 (서울=뉴스1) = 성윤모 산업통상자원부 장관정부가 데이터 인공지능(AI) 기술을 제조업에 접목해 산업 밸류체인 전반을 고도화한다. 산업통상자원부는 이를 위해 민관 협력체계를 정비하고 800억원 규모 디지털 산업혁신 펀드를 조성해 약 .."
02100201.20200715105450001,"[머니투데이 조한송 기자] AI 자동화 설계 프로그램으로 생성된 3D 모델링/자료=현대엔지니어링
현대엔지니어링이 AI(인공지능)을 적용한 설계 자동화 시스템을 구축했다.

현대엔지니어링은 업계 최초로 AI 머신러닝을 활용한 플랜트 철골구조물 자동 설계 시스템 개발해 관련 특허를 출원했다고 15일 밝혔다. 

통상 한 동의 철골 건축물의 구조설계를 진행하.."
01100201.20200715104723001,"HDC현대산업개발은 엠피제삼차 주식회사가 미래에셋대우 등으로부터 빌린 1210억원에 대해서 채무보증을 결정했다고 15일 공시했다. 
 
채무보증 금액은 자기자본(2조 2317억원) 대비 5.4% 수준이며, 보증 기간은 2020년 9월 17일까지다. 
 
한편, HDC현대산업개발의 10시 45분 현재주가는 21,150원으로 직전 거래일 대비 500원(+2.."
02100311.20200715104723001,"부동산 경매 낙찰가를 인공지능(AI)으로 예측할 수 있는 시스템이 특허를 받았다. 
 
지지옥션은 ‘유전자 알고리즘을 이용한 부동산 경매에서의 낙찰가 예측 시스템 및 방법(등록번호 : 10-2130104)’이 최근 특허 등록됐다고 15일 밝혔다. 
 
이 시스템은 기존의 통계적 방법에 인공지능 분석 방법 중 하나인 ‘유전자 알고리즘(GA : Generi.."
02100101.20200715103349001,"제이엘케이가 최근 데이터 시장에서 연 이은 사업 수주에 성공하며 매출 확대에 본격 시동을 걸었다. 2 3차원, 시계열 영상 등 다양한 의료 영상 분석으로 축적해온 인공지능 원천 알고리즘 기술과 빅데이터 수집 및 정제, 가공, 검증 기술을 바탕으로 인공지능 기반 데이터 통합 관리 플랫폼인 '헬로데이터(Hello Data)'를 개발한 데 따른 성과다.
글로.."
02100801.20200715103247002,"셀트리온은 15일 오전 10시 30분 현재 전일보다 1.85% 내린 31만 8000원에 거래되고 있다. 이는 지난 6월 18일 대비 10.61% 상승한 수준이다. 셀트리온은 단백질 및 바이오 의약품 제조기업으로 알려져 있다. 
 
오늘 외국인은 셀트리온을 4만 6952주 순매도 하고 기관은 1만 주 순매수 하는 것으로 잠정 집계되고 있다. 최근 5일 동.."
02100801.20200715103247001,"유나이티드제약이 최근 한달 중 4일 동안 검색 상위 종목에 랭킹되었다. 
 
유나이티드제약은 15일 오전 10시 30분 현재 전일보다 2.29% 내린 2만 5650원에 거래되고 있다. 이는 지난 7월 6일 대비 15.49% 하락한 수준이다. 유나이티드제약은 의약품 전문 제조/판매업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 14만 1035주.."
02100801.20200715103246001,"보해양조가 최근 한달 중 3일 동안 검색 상위 종목에 랭킹되었다. 
 
보해양조는 15일 오전 10시 31분 현재 전일보다 0.98% 오른 1030원에 거래되고 있다. 이는 지난 6월 29일 대비 38.07% 상승한 수준이다. 보해양조는 전남 지역 대표 주류업체로 알려져 있다. 
 
오늘 외국인은 보해양조를 3만 4993주 순매도 하고 기관은 2만 주 .."
02100801.20200715103144002,"오리엔트정공이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
오리엔트정공은 15일 오전 10시 30분 현재 전일보다 5.89% 내린 511원에 거래되고 있다. 이는 지난 6월 29일 대비 87.18% 상승한 수준이다. 오리엔트정공은 자동차용 변속기 및 엔진 부품 전문업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 107만 286.."
02100801.20200715103144003,"푸드나무는 15일 오전 10시 31분 현재 전일보다 0.53% 내린 2만 7950원에 거래되고 있다. 거래량은 3만 3004주로 전일 거래량 대비 25.33% 수준이다. 
 
7월 13일 신한금융투자의 홍세종 연구원은 ' 쇼핑에서의 성과도 기대. 실시간 홈쇼핑에서의 완판 효과와 티커머스 채널 추가로 3Q20 홈쇼핑 매출액은 10~20억원까지 증가할 전망.."
02100801.20200715103144001,"아난티가 최근 한달 중 16일 동안 검색 상위 종목에 랭킹되었다. 
 
아난티는 15일 오전 10시 30분 현재 전일보다 2.32% 오른 1만 150원에 거래되고 있다. 이는 지난 6월 18일 대비 20.83% 상승한 수준이다. 아난티는 휴양시설 개발 및 건설, 운영 전문업체로 알려져 있다. 
 
오늘 외국인은 1만 2000주 순매도 하는 것으로 잠정 .."
02100801.20200715103144004,"신풍제약이 최근 한달 중 15일 동안 검색 상위 종목에 랭킹되었다. 
 
신풍제약은 15일 오전 10시 30분 현재 전일보다 0.96% 오른 6만 3100원에 거래되고 있다. 이는 지난 6월 29일 대비 119.86% 상승한 수준이다. 신풍제약은 전문치료 의약품 판매 중심의 제약회사로 알려져 있다. 
 
오늘 외국인은 1만 2000주 순매도 하는 것으로.."
02100801.20200715103144005,"SK은 15일 오전 10시 30분 현재 전일보다 2.81% 오른 23만 8000원에 거래되고 있다. 거래량은 38만 7142주로 전일 거래량 대비 53.72% 수준이다. SK은 SK그룹의 지주회사로 알려져 있다. 
 
7월 10일 하나금융투자의 최정욱,강승원 연구원은 '1) SK바이오팜 외에 SK실트론과 SK팜테코 IPO 가능성이 높은데다 2) 에어아시.."
02100801.20200715103143001,"한화솔루션은 15일 오전 10시 30분 현재 전일보다 1.32% 오른 2만 3100원에 거래되고 있다. 거래량은 198만 2611주로 전일 거래량 대비 28.17% 수준이다. 한화솔루션은 가성소다, PVC 등 석유화학제품 제조 및 판매업체로 알려져 있다. 
 
7월 14일 삼성증권의 조현렬 연구원은 '6월 나스닥에 상장된 수소차업체인 Nikola의 현재.."
01100201.20200715103127002,"영우디에스피는 Wuhan China Star Optoelectronics Semiconductor Display Technology Co.,Ltd과 308억원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 디스플레이 장비이고 계약기간은 2020년 07월 14일부터 2020년 08월 20일까지이다. 
 
계약규모는 308억원으로 최근 매출.."
02100801.20200715103033001,"에이텍이 최근 한달 중 3일 동안 검색 상위 종목에 랭킹되었다. 
 
에이텍은 15일 오전 10시 30분 현재 전일보다 2.82% 내린 2만 650원에 거래되고 있다. 이는 지난 6월 18일 대비 75.74% 상승한 수준이다. 에이텍은 디스플레이 장비 제조 및 SI 영위기업으로 알려져 있다. 
 
오늘 외국인은 6000주 순매수 하는 것으로 잠정 집계되.."
01101001.20200715102834001,"유창혁 9단이 4년 만의 시니어바둑리그 복귀전에서 저력을 과시했다.

유창혁은 14일 서울 한국기원 바둑TV스튜디오에서 열린 2020 NH농협은행 시니어바둑리그 1라운드 2경기에서 서봉수에게 228수 만에 백 불계승을 거뒀다.

유창혁은 신생팀 서울 데이터스트림즈, 서봉수는 3년 연속 우승팀인 부산 KH에너지의 간판이다. 또 한국 바둑의 레전드로 꼽히는.."
02100201.20200715102715001,"[머니투데이 김건우 기자] 
인공지능 선도 기업 제이엘케이가 최근 데이터 시장에서 연 이은 사업 수주에 성공하며 매출 확대에 본격 시동을 걸었다.

제이엘케이는 한국데이터산업진흥원이 올해 상반기에 실시한 ‘2020년 데이터 바우처 지원 사업’을 통해 9개 기업과 인공지능 학습 데이터셋 구축 및 가공 서비스, 인공지능 모델 등 6억원 규모의 공급계약을 체.."
01100201.20200715102609001,"제이엘케이는 한국데이터산업진흥원,(주)스튜디오크로스컬쳐와 6522만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 고령자프로필 및 토이봇과의 인터렉션 데이터 기반 모니터링 시스템 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6522만원으로 최근 매출액인 2억원 대비 28.4% 수준이.."
01100201.20200715102506001,"제이엘케이는 한국데이터산업진흥원,(주)규리아와 6363만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 의료데이터기반 유방암 자가검진 시스템 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6363만원으로 최근 매출액인 2억원 대비 27.7% 수준이다. 
 
한편, 제이엘케이의 10시 .."
01100201.20200715102505001,"제이엘케이는 한국데이터산업진흥원,(주)비알레뷰티코리아와 6363만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 아로마테라피 데이터 기반 인공지능 허브 추천 시스템 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6363만원으로 최근 매출액인 2억원 대비 27.7% 수준이다. 
 
한편.."
01100401.20200715102504001,"숭실사이버대학교의 정보통신기술(ICT)공학교육 전문학과인 ICT공학과가 2020학년도 2학기 신/편입생 2차 모집을 진행할 예정이라고 15일 밝혔다. 
 
숭실사이버대학교에 따르면 4차 산업혁명을 주도하는 ICT(Information Communications Technologies) 융합 기술 교육을 지향하는 ICT공학과는 생명/의료 분야, 자율주행 .."
01100201.20200715102504001,"제이엘케이는 한국데이터산업진흥원,(주)헬스맥스와 6522만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 개인생체정보 기반 맞춤형 원격 건강관리 서비스 솔루션 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6522만원으로 최근 매출액인 2억원 대비 28.4% 수준이다. 
 
한편, 제.."
01100201.20200715102400001,"제이엘케이는 한국데이터산업진흥원,아이브스 주식회사와 6522만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 음성인식 데이터 기반 화재알림 솔루션 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6522만원으로 최근 매출액인 2억원 대비 28.4% 수준이다. 
 
한편, 제이엘케이의 1.."
01100201.20200715102359001,"제이엘케이는 한국데이터산업진흥원,(주)디씨메디컬과 6363만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 인공지능 데이터 가공을 통한 조산진단 키트 성능 고도화 솔루션 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6363만원으로 최근 매출액인 2억원 대비 27.7% 수준이다. 
 .."
01100201.20200715102259001,"제이엘케이는 한국데이터산업진흥원,(주)휴먼컨설팅그룹과 6522만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 인사 데이터 기반 입력 자동화 데이터가공 솔루션 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6522만원으로 최근 매출액인 2억원 대비 28.4% 수준이다. 
 
한편, 제.."
01100201.20200715102257001,"제이엘케이는 한국데이터산업진흥원,(주)에프램과 6363만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 MAT센서 데이터 기반 인공지능 돌봄 서비스 솔루션 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6363만원으로 최근 매출액인 2억원 대비 27.7% 수준이다. 
 
한편, 제이엘.."
01100201.20200715102156001,"제이엘케이는 한국데이터산업진흥원,(주)에이에스피엔과 6522만원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 베이커리 데이터 기반 인공지능 영상판독 자동화 결제 보조 시스템 납품이고 계약기간은 2020년 07월 01일부터 2020년 11월 27일까지이다. 
 
계약규모는 6522만원으로 최근 매출액인 2억원 대비 28.4% 수준이다. .."
07100501.20200715101853001,"인공지능(AI) 기반 글로벌 명품구매 플랫폼 트렌비(대표 박경훈)는 110억원 규모 시리즈B 투자 유치를 마무리하며 총 180억원의 누적 투자 금액을 기록했다고 15일 밝혔다. 기존 시리즈A 투자 참여사인 뮤렉스파트너스를 비롯해, 아주IB투자, LB인베스트먼트 등이 신규 투자사로 참여했다.

지난해 뮤렉스파트너스, 아이엠엠인베스트먼트, 한국투자파트너스로.."
02100101.20200715100756002,"현대엔지니어링이 4차 산업혁명의 주요 기술인 AI(인공지능)을 적용한 설계 자동화 시스템을 구축했다.
현대엔지니어링은 국내 건설업계 최초로 AI 머신러닝을 활용한 플랜트 철골구조물 자동 설계 시스템 개발을 완료하고 관련 특허를 출원했다고 15일 밝혔다. 
일반적으로 구조설계 과정은 설계자가 구조해석 프로그램을 이용해 모든 부재를 직접 선택하고 설계조건과.."
01100201.20200715100249003,"15일 오전 10시 코스닥(779.52p, +1.13p, +0.15%)은 개인 매수가 늘면서 상승세로 시작했다. 투자자별 동향을 살펴보면 기관은 98억원 순매수했으며, 개인도 246억원 순매수했다. 외국인은 362억원 순매도하고 있다. 
 
 
 
업종별로는 통신장비(+2.87%)와 운송장비 부품(+2.74%) 등이 강세를 보이고 있는 반면 제약(-1..."
01100201.20200715100249002,"15일 오전 10시 코스피(2,204.92p, +21.31p, +0.98%)는 기관 매수가 늘면서 상승세로 시작했다. 투자자별 동향을 살펴보면 기관은 3,144억원 순매수했으며, 외국인도 1,298억원 순매수했다. 개인은 4,394억원 순매도하고 있다. 
 
 
 
업종별로는 운수장비(+3.98%)와 철강및금속(+2.66%) 등이 강세를 보이고 있는 반.."
02100601.20200715100245001,"올해 7월 1일부터 한전의 전기차 충전용 전기요금이 부분적으로 정상화되며, 한국환경공단 및 대다수 전기차 충전 사업자는 개인 소비자의 전기차 충전 요금을 많게는 400% 인상했다. 
 
이 가운데, 오히려 이전보다 저렴하게 전기를 공급하겠다고 나선 전기차 충전 서비스 사업자가 있다. 
 
전기차 충전 요금 구조 
 
전기 요금은 계약용량에 따른 기본 요.."
01100201.20200715095423001,"아이센스는 TempletonAsset Management, Ltd. 및 특별관계자의 지분율이 8.7%에서 7.65%로 변동했다고 15일 공시했다. 한편, 아이센스의 09시 52분 현재주가는 26,450원으로 직전 거래일 대비 250원(-0.94%) 하락이며, 거래량은 44,967주이다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상.."
02100701.20200715095255001,"[헤럴드경제=구본혁 기자] 국내 연구진이 인공지능(AI) 기술과 정보통신기술(ICT)을 이용한 감염병 재난 대응 동향을 분석한 보고서를 발간했다. 
 
 한국전자통신연구원(ETRI)은 ‘감염병 재난에 대응하기 위한 의료 인공지능의 기술 표준 동향’ 보고서를 발간했다고 15일 밝혔다. 
 
 이 보고서에서는 감염병 재난 전 주기에 걸친 AI 활용 사례를 .."
07101201.20200715095058001,"[디지털타임스 이상현 기자] 현대엔지니어링은 국내 최초로 AI 머신러닝을 활용한 플랜트 철골구조물 자동설계 시스템 개발을 완료하고 특허를 출원했다고 15일 밝혔다.



이번에 개발한 철골구조물 자동 설계시스템은 엔지니어가 직접 입력하는 수작업 방식보다 설계에 필요한 시간이 줄어 업무 효율을 높일 수 있다는 것이 특징이다.



또 AI 머신러닝 알고리.."
02100801.20200715093228003,"에이치엘비가 최근 한달 중 15일 동안 검색 상위 종목에 랭킹되었다. 
 
에이치엘비는 15일 오전 9시 30분 현재 전일보다 2.71% 오른 8만 7200원에 거래되고 있다. 이는 지난 6월 17일 대비 19.11% 하락한 수준이다. 에이치엘비는 구명정 제조 및 유리섬유파이프 제조 및 시공업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 30.."
02100801.20200715093228001,"LG전자는 15일 오전 9시 30분 현재 전일보다 2.68% 오른 7만 2700원에 거래되고 있다. 거래량은 48만 5550주로 전일 거래량 대비 27.47% 수준이다. LG전자는 글로벌 가전 및 정보통신기기 제조업체로 알려져 있다. 
 
7월 13일 KB증권의 김동원 연구원은 '① 중국과 국경충돌 이후 인디아 시장의 반중 정서가 급격히 확산되며 HE .."
02100801.20200715093228002,"LG화학은 15일 오전 9시 30분 현재 전일보다 0.56% 오른 53만 7000원에 거래되고 있다. 거래량은 9만 6164주로 전일 거래량 대비 21.99% 수준이다. LG화학은 석유화학제품 및 전자소재 전문기업으로 알려져 있다. 
 
7월 14일 교보증권의 김정현 연구원은 ' 자동차 전지 생산 기업의 가치가 가파르게 상승함에 따라 LG화학의 전지 부.."
02100801.20200715093124002,"에이텍티앤이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
에이텍티앤은 15일 오전 9시 30분 현재 전일보다 10.1% 내린 1만 7350원에 거래되고 있다. 이는 지난 6월 17일 대비 90.45% 상승한 수준이다. 에이텍티앤은 교통카드 솔루션 사업 영위업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 13만 5545주 순매수.."
02100801.20200715093124003,"SV인베스트먼트는 15일 오전 9시 30분 현재 전일보다 1.06% 오른 3810원에 거래되고 있다. 이는 지난 6월 17일 대비 10.43% 상승한 수준이다. SV인베스트먼트는 중소기업 창업투자사로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 15만 5649주 순매도 했고, 외국인과 기관은 각각 15만 8775주 순매수, 271주 순매도 했다..."
02100801.20200715093124001,"코미팜은 15일 오전 9시 30분 현재 전일보다 0.3% 내린 1만 6500원에 거래되고 있다. 이는 지난 6월 17일 대비 10.33% 하락한 수준이다. 코미팜은 동물용 백신과 소독제 생산업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 10만 5789주 순매수 했고, 외국인과 기관은 각각 6만 8889주 순매도, 5만 414주 순매도 했다..."
02100801.20200715093124005,"EDGC이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
EDGC은 15일 오전 9시 30분 현재 전일보다 13.46% 내린 1만 3500원에 거래되고 있다. 이는 지난 7월 13일 대비 16.15% 하락한 수준이다. EDGC은 유전체 분석 전문기업으로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 9만 7452주 순매수 했고, 외국.."
