뉴스 식별자,본문
02100801.20200713103130002,"서전기전이 검색 상위 종목에 새롭게 등장했다. 
 
서전기전은 13일 오전 10시 31분 현재 전일보다 1.13% 내린 3500원에 거래되고 있다. 이는 지난 6월 29일 대비 11.29% 상승한 수준이다. 서전기전은 수배전반 및 제어반 제조업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 6만 8885주 순매수 했고, 외국인과 기관은 각각 6.."
02100801.20200713103130001,"카카오는 13일 오전 10시 30분 현재 전일보다 1.97% 내린 34만 8500원에 거래되고 있다. 거래량은 73만 7068주로 전일 거래량 대비 28.97% 수준이다. 카카오는 국내 최대의 모바일 커뮤니케이션 플랫폼 업체로 알려져 있다. 
 
7월 8일 메리츠증권의 김동희 연구원은 '2Q20 실적, 또 한번의 어닝 서프라이즈 기대. 톡보드 매출액은 .."
02100801.20200713103130003,"삼성SDI은 13일 오전 10시 31분 현재 전일보다 0.51% 내린 38만 9000원에 거래되고 있다. 거래량은 21만 1433주로 전일 거래량 대비 55.34% 수준이다. 삼성SDI은 소재/에너지 토털 솔루션 기업으로 알려져 있다. 
 
7월 8일 한화투자증권의 이순학 연구원은 '이제 관건은 하반기. 유럽 자동차 업체들의 신차 사이클에 맞춰 자동차 .."
02100801.20200713103130004,"코미팜은 13일 오전 10시 31분 현재 전일보다 3.49% 오른 1만 6300원에 거래되고 있다. 이는 지난 6월 16일 대비 11.89% 하락한 수준이다. 코미팜은 동물용 백신과 소독제 생산업체로 알려져 있다. 
 
오늘 외국인은 5231주 순매수 하는 것으로 잠정 집계되고 있다. 최근 5일 동안 개인 투자자들은 24만 3704주 순매수 했고, 외국.."
02100801.20200713103129001,"켐트로스가 검색 상위 종목에 새롭게 등장했다. 
 
켐트로스는 13일 오전 10시 30분 현재 전일보다 1.24% 내린 3195원에 거래되고 있다. 이는 지난 6월 15일 대비 21.02% 상승한 수준이다. 켐트로스는 IT소재, 의약소재 및 폴리머소재 제조업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 11만 2397주 순매수 했고, 외국인과.."
02100801.20200713103129004,"시노펙스가 최근 한달 중 6일 동안 검색 상위 종목에 랭킹되었다. 
 
시노펙스는 13일 오전 10시 30분 현재 전일보다 13.61% 오른 3505원에 거래되고 있다. 이는 지난 6월 19일 대비 25.18% 상승한 수준이다. 시노펙스는 터치스크린 및 휴대폰 부품 제조, 수처리 전문기업으로 알려져 있다. 
 
오늘 외국인은 8만 2000주 순매수 하는.."
02100801.20200713103129003,"한국알콜이 검색 상위 종목에 새롭게 등장했다. 
 
한국알콜은 13일 오전 10시 30분 현재 전일보다 1.18% 오른 1만 7100원에 거래되고 있다. 이는 지난 6월 15일 대비 20.0% 상승한 수준이다. 한국알콜은 주정 및 에탄올 관련 제품 제조 및 판매하는 기업으로 알려져 있다. 
 
오늘 외국인은 1만 5000주 순매도 하는 것으로 잠정 집계.."
02100801.20200713103128001,"동진쎄미켐이 최근 한달 중 4일 동안 검색 상위 종목에 랭킹되었다. 
 
동진쎄미켐은 13일 오전 10시 30분 현재 전일보다 0.16% 내린 3만 350원에 거래되고 있다. 이는 지난 6월 15일 대비 65.85% 상승한 수준이다. 동진쎄미켐은 반도체 및 디스플레이 전자재료 제조업체로 알려져 있다. 
 
오늘 외국인은 동진쎄미켐을 6만 9700주 순매.."
02100801.20200713103026001,"서진시스템이 최근 한달 중 6일 동안 검색 상위 종목에 랭킹되었다. 
 
서진시스템은 13일 오전 10시 30분 현재 전일보다 1.79% 오른 3만 9700원에 거래되고 있다. 이는 지난 6월 15일 대비 71.86% 상승한 수준이다. 서진시스템은 통신장비 제조업체로 알려져 있다. 
 
오늘 외국인은 8710주 순매수 하는 것으로 잠정 집계되고 있다. .."
02100311.20200713102538001,"이통3사의 본인인증 앱을 기반으로 한 사설인증서인 ‘패스(PASS) 인증서’가 오는 9월부터 시중은행에 처음 적용된다. 
 
SK텔레콤, KT, LG유플러스는 NH농협은행 및 핀테크보안기업 아톤과 패스 앱을 기반으로 한 비대면 금융서비스 강화 업무협약을 체결했다고 13일 밝혔다. 이에 따라 해당 기업들은 농협은행의 생활금융 플랫폼 ‘올원뱅크’와 패스 앱.."
02100311.20200713102437001,"넥센타이어(002350)가 AI(인공지능) 빅데이터를 활용해 타이어 소음을 한층 저감시킬 수 있는 예측 시스템 구축을 완료했다고 13일 밝혔다. 
 
넥센타이어는 현대 기아차, 인하대학교와 함께 NVH 빅데이터 연구를 위한 산학 공동연구를 진행했다. 타이어 설계 인자는 넥센타이어의 이미지 프로세싱 기술로 구현됐고 넥센타이어 중앙연구소와 현대차 기아차의 .."
02100311.20200713101503001,"넥센타이어는 AI(인공지능) 빅데이터를 활용해 타이어 소음을 한층 저감하는 예측 시스템을 구축했다고 13일 밝혔다. 
 
최근 넥센타이어는 현대차 기아차 그리고 인하대학교와 함께 NVH(소음 진동 충격) 빅데이터 연구를 위한 산학 공동연구를 진행 해왔다. 빅데이터를 이용한 AI 기술은 4차산업혁명, 미래 모빌리티 등 급변하는 자동차 시장에서 그 중요성이.."
02100201.20200713101501001,"[머니투데이 조한송 기자] 건설 현장에 적용된 자율보행 로봇(스팟)의 모습/자료=GS건설

GS건설이 국내 최초로 4족 보행 로봇인 '스팟 (SPOT)을 건설현장에 도입했다.

GS건설은 13일 미국 보스톤 다이나믹스(Boston Dynamics)사의 4족 보행 로봇인 스팟을 건설현장에서 활용하기 위한 실증시험을 성공했다고 밝혔다. 스팟은 2015년 개.."
02100101.20200713100126001,"이통3사 본인인증 앱 기반 사설인증서인 패스(PASS) 인증서가 오는 9월 시중은행에 처음으로 적용된다.
이통3사와 NH농협은행, 핀테크 보안 기업 아톤은 패스 앱 기반 비대면 금융 서비스 강화를 위한 업무협약을 체결했다고 13일 밝혔다.
서울 서초구 소재 NH디지털 혁신캠퍼스에서 열린 협약식에는 이상래 농협은행 디지털금융부문 부행장, 오세현 SK텔레콤.."
01500151.20200713100109001,"진주시가 정부의 한국판 뉴딜에 맞춰 인공지능, 빅데이터 기반의 미래 도시 기틀을 마련하는 등 스마트 도시 선두주자로 자리매김한다. 

정부는 지난 5월 데이터ㆍ5Gㆍ인공지능(AI) 등 디지털인프라 구축, 비대면 산업 육성, 사회간접자본(SOC) 디지털화 등 3대 영역을 중심으로 한국판 뉴딜을 추진하기로 했다. 

진주시는 이러한 정부 정책에 따라 국가 .."
07101201.20200713100038001,"루닛이 오는 15일부터 19일까지 온라인으로 개최되는 유럽 영상의학회(ECR)에 참여한다고 13일 밝혔다.



ECR은 유럽지역 영상의학 전문의 및 업계 관계자들이 첨단 의료 솔루션과 최적의 의료를 제공하는 혁신 기기들을 선보이는 자리다.



온라인으로 진행되는 이번 행사에서 루닛은 버추얼 부스를 운영한다. 인터랙티브 디지털 방식으로 구현된 부스에서.."
02100851.20200713094829001,"손정의 소프트뱅크 회장은 1년 전 이맘때 문재인 대통령을 만나 인공지능(AI)을 세 번이나 강조했다. 20년 전 초고속 인터넷 투자가 대한민국을 정보기술(IT) 강국으로 만들었듯, AI 기술력이 미래 국가 경쟁력을 높일 것이라는 조언이었다. AI 기술력을 향상시키는 방법은 다양하지만, 결국 핵심은 데이터다. 양질의 학습 데이터를 확보하고 있어야 AI모델.."
01400401.20200713094459002,"- 
 
〔중부매일 문영호 기자 〕""각종 사건사고 시 신속대응으로 시민의 안전한 삶 보장하겠다"" 

아산시가 스마트시티 통합플랫폼 구축을 완료하고, 기존 시스템과의 연계를 통한 첨단 안전도시 진입을 선언했다. 

스마트시티 통합플랫폼은 각종 사건ㆍ사고 발생 시 신속ㆍ정확하게 대응할 수 있는 CCTV 영상 공유 체계이다. 

시는 이번 통합플랫폼 구축으로.."
02100701.20200713094003002,"[헤럴드경제=박혜림 기자] 오는 9월부터 NH농협은행에선 공인인증서 대신 ‘패스(PASS) 인증서’를 사용할 수 있게 됐다. 시중은행에서 사설인증서를 공인인증서처럼 사용할 수 있는 것은 이번이 처음이다. 
 
 이동통신3사와 NH농협은행, 핀테크 보안 기업 아톤은 이통3사 본인인증앱 기반 사설인증서인 ‘패스’ 앱 기반 비대면 금융 서비스 강화를 위한 업.."
02100801.20200713093130002,"한화솔루션이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
한화솔루션은 13일 오전 9시 30분 현재 전일보다 2.88% 오른 2만 3250원에 거래되고 있다. 이는 지난 6월 15일 대비 34.78% 상승한 수준이다. 한화솔루션은 가성소다, PVC 등 석유화학제품 제조 및 판매업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 1.."
02100801.20200713093130004,"파미셀이 최근 한달 중 12일 동안 검색 상위 종목에 랭킹되었다. 
 
파미셀은 13일 오전 9시 30분 현재 전일보다 3.5% 내린 1만 9300원에 거래되고 있다. 이는 지난 6월 16일 대비 6.54% 하락한 수준이다. 파미셀은 세계 최초 줄기세포 치료제를 개발한 바이오 제약기업으로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 46만 884.."
02100801.20200713093130001,"씨젠은 13일 오전 9시 30분 현재 전일보다 2.55% 오른 17만 6900원에 거래되고 있다. 거래량은 128만 2343주로 전일 거래량 대비 9.67% 수준이다. 씨젠은 분자진단시약 개발, 제조 및 판매업체로 알려져 있다. 
 
7월 10일 SK증권의 이달미 연구원은 '동사는 2 분기 실적을 피크로 3 분기 비수기로 접어들면서 매출 성장률이 주춤할.."
02100801.20200713093130003,"보해양조가 검색 상위 종목에 새롭게 등장했다. 
 
보해양조는 13일 오전 9시 30분 현재 전일보다 0.57% 오른 885원에 거래되고 있다. 이는 지난 6월 29일 대비 18.63% 상승한 수준이다. 보해양조는 전남 지역 대표 주류업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 12만 1198주 순매도 했고, 외국인과 기관은 각각 4만 7.."
02100801.20200713093129001,"금융IT서비스 및 컴퓨터 주변기기 제조/판매업체로 알려져 있는 최근 큐로컴에 대한 검색 빈도가 급증했다. 
 
13일 오전 9시 30분 현재 큐로컴의 주가는 전일보다 0.67% 내린 2225원이고 거래량은 11만 327주로 5일 평균 거래량의 14.32% 수준이다. 
 
 ※자료출처 : 인공지능 투자 비서 AI라씨로 
 
※ 이 기사는 아시아경제와 금융.."
02100801.20200713093129002,"NAVER은 13일 오전 9시 30분 현재 전일보다 1.34% 내린 29만 5000원에 거래되고 있다. 거래량은 43만 7962주로 전일 거래량 대비 20.87% 수준이다. NAVER은 인터넷 포털 1위의 네이버 운영업체로 알려져 있다. 
 
7월 8일 유진투자증권의 주영훈 연구원은 '코로나19 이후 가속화된 네이버쇼핑의 성장세. '네이퍼 플러스 멤버십.."
02100801.20200713093129004,"메디톡스가 최근 한달 중 13일 동안 검색 상위 종목에 랭킹되었다. 
 
메디톡스는 13일 오전 9시 30분 현재 전일보다 0.68% 내린 20만 3000원에 거래되고 있다. 이는 지난 6월 18일 대비 69.17% 상승한 수준이다. 메디톡스는 의약품 및 미용 의약품 등 제조/판매업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 4만 3541주.."
02100801.20200713093129003,"셀트리온은 13일 오전 9시 30분 현재 전일보다 0.46% 내린 32만 3000원에 거래되고 있다. 이는 지난 6월 15일 대비 17.88% 상승한 수준이다. 셀트리온은 단백질 및 바이오 의약품 제조기업으로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 8만 1551주 순매수 했고, 외국인과 기관은 각각 18만 843주 순매도, 8만 7042주 .."
02100801.20200713093028001,"랩지노믹스가 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
랩지노믹스는 13일 오전 9시 30분 현재 전일보다 1.71% 오른 2만 6700원에 거래되고 있다. 이는 지난 6월 18일 대비 38.7% 상승한 수준이다. 랩지노믹스는 체외진단 및 유전자분석 서비스, 제품 생산업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 3만 41.."
02100801.20200713093027001,"에이텍이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
에이텍은 13일 오전 9시 30분 현재 전일보다 1.8% 내린 1만 6350원에 거래되고 있다. 이는 지난 6월 18일 대비 39.15% 상승한 수준이다. 에이텍은 디스플레이 장비 제조 및 SI 영위기업으로 알려져 있다. 
 
최근 5일 동안 개인은 19만 9804주 순매수 했고 외국.."
01100801.20200713093023001,"이통3사-NH농협은행-아톤, 비대면 금융 서비스 강화 위한 업무협약 체결 
9월부터 ‘올원뱅크’ 앱 회원가입, 출금이체등록, 추가인증 등에 ‘패스’ 앱 활용 
 
이동통신 3사 본인인증 애플리케이션(앱) 기반 사설인증서인 ‘패스(PASS) 인증서’가 오는 9월 시중은행에 처음으로 적용된다. 
 
SK텔레콤 KT LG유플러스 등 이통 3사와 NH농협은행,.."
